Name,Date of Birth,Height,Position,Points per Set,Aces per Set,Blocks per Set,Reception Percentage,Attack Percentage,volleybox,Nationality,League Site
YORDANOV Zlatan Sabev,02/03/1991,200cm,Wing-spiker,3.62(76/21),N/A,0.43(9/21),53%(88/166),48%(67/139),https://volleybox.net/zlatan-yordanov-p4447,BUL,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5342&ID=43
SZÁZVAI Ádam,27/06/1998,197cm,Opposite,3.53(60/17),0.53(9/17),0.18(3/17),N/A,45%(48/106),https://volleybox.net/adam-szazvai-p74456,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=3325&ID=43
ECKER Clemens,25/12/2000,192cm,Opposite,3.45(107/31),0.16(5/31),0.23(7/31),N/A,45%(95/212),https://volleybox.net/clemens-ecker-p55706,AUT,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=3724&ID=43
KAIBALD Stefan,19/05/1997,193cm,Wing-spiker,3.45(131/38),0.24(9/38),0.24(9/38),58%(124/214),49%(113/231),https://volleybox.net/stefan-kaibald-p24478,EST,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5297&ID=43
BAKIRI Redi,22/07/2000,194cm,Wing-spiker,3.44(31/9),0.33(3/9),0.11(1/9),51%(35/68),55%(27/49),https://volleybox.net/redi-bakiri-p29874,ALB,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5295&ID=43
MEHIĆ Edin,16/07/1999,202cm,Opposite,3.4(68/20),0.3(6/20),0.2(4/20),N/A,37%(58/158),https://volleybox.net/edin-mehic-p94643,BIH,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=5235&ID=43
KONCILJA Danijel,04/09/1990,201cm,Middle-blocker,3.35(134/40),0.52(21/40),0.48(19/40),N/A,65%(94/145),https://volleybox.net/danijel-koncilja-p1126,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=1683&ID=43
STREUTKER Koendert Daan,21/07/1999,203cm,Opposite,3.31(96/29),0.45(13/29),0.45(13/29),N/A,46%(71/154),https://volleybox.net/daan-streutker-p41425,AHO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=4842&ID=43
ZELJKOVIĆ Ivan,31/08/1994,186cm,Wing-spiker,3.3(122/37),0.19(7/37),0.35(13/37),62%(115/185),46%(102/220),https://volleybox.net/ivan-zeljkovic-p24472,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=4614&ID=43
ŠESTAN Filip,06/06/1995,195cm,Wing-spiker,3.3(89/27),0.63(17/27),0.3(8/27),60%(75/125),50%(64/127),https://volleybox.net/filip-sestan-p3752,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=2807&ID=43
MUJANOVIĆ Nik,14/10/2004,203cm,Opposite,3.26(140/43),0.28(12/43),0.16(7/43),N/A,48%(121/253),https://volleybox.net/nik-mujanovic-p34183,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=4399&ID=43
KLOCHKO Kyrylo,09/12/1996,198cm,Wing-spiker,3.04(85/28),N/A,0.32(9/28),56%(91/163),44%(74/168),https://volleybox.net/kyrylo-klochko-p5596,UKR,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=5196&ID=43
KONC Matúš,12/01/1996,188cm,Wing-spiker,3.03(103/34),N/A,0.29(10/34),46%(111/240),49%(91/186),https://volleybox.net/matus-konc-p82417,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=2849&ID=43
KRUZHKOV Iurii,14/03/1994,N/A,Opposite,3(48/16),0.25(4/16),N/A,N/A,37%(44/118), ,RUS,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5345&ID=43
KRABEL Jan-Philipp,24/03/1998,204cm,Opposite,2.94(50/17),0.12(2/17),0.53(9/17),N/A,45%(39/87),https://volleybox.net/jan-philipp-krabel-p84775,GER,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=5183&ID=43
LYZANETS Stanislav,25/01/1993,197cm,Wing-spiker,2.94(100/34),0.35(12/34),0.15(5/34),53%(109/206),39%(83/211),https://volleybox.net/stanislav-lyzanets-p23792,UKR,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=5311&ID=43
WATZKA Erik,08/08/1999,193cm,Wing-spiker,2.93(82/28),0.36(10/28),0.21(6/28),45%(75/165),45%(66/148),https://volleybox.net/erik-watzka-p82413,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=3209&ID=43
ŠKET Alen,28/03/1988,205cm,Wing-spiker,2.87(66/23),0.17(4/23),0.13(3/23),N/A,55%(59/108),https://volleybox.net/alen-sket-p1124,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=816&ID=43
ŠEN Klemen,10/06/2002,192cm,Wing-spiker,2.83(51/18),0.22(4/18),0.22(4/18),52%(41/79),43%(43/100),https://volleybox.net/klemen-sen-p93470,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=4169&ID=43
OGURČÁK František,24/04/1984,197cm,Wing-spiker,2.78(64/23),0.26(6/23),0.39(9/23),50%(72/145),38%(49/129),https://volleybox.net/frantisek-ogurcak-p1142,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=3543&ID=43
CVANCIGER Gabrijel,01/08/2003,200cm,Opposite,2.72(68/25),0.12(3/25),0.16(4/25),N/A,37%(61/165),https://volleybox.net/gabrijel-cvanciger-p31730,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=4471&ID=43
KULUŠIĆ Ante,30/12/2003,195cm,Wing-spiker,2.72(68/25),0.2(5/25),0.2(5/25),36%(63/173),40%(58/144),https://volleybox.net/ante-kulusic-p59181,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=4517&ID=43
KLOBUČAR Jan,11/12/1992,196cm,Wing-spiker,2.72(87/32),0.16(5/32),0.28(9/32),56%(77/138),41%(73/178),https://volleybox.net/jan-klobucar-p3520,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=1361&ID=43
KÖK Matej,11/12/1996,198cm,Wing-spiker,2.71(84/31),0.39(12/31),0.29(9/31),47%(69/148),50%(63/126),https://volleybox.net/matej-kok-p5449,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=3548&ID=43
ZEMAN Michal,10/04/2001,200cm,Middle-blocker,2.68(91/34),N/A,0.91(31/34),N/A,N/A,https://volleybox.net/michal-zeman-p65588,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=3210&ID=43
MARSZALEK Michal Ernest,17/04/1998,194cm,Wing-spiker,2.65(45/17),0.24(4/17),0.41(7/17),50%(55/110),39%(35/90),https://volleybox.net/michal-marszalek-p6801,POL,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=5184&ID=43
JURETA Nikola,01/11/2003,200cm,Wing-spiker,2.58(67/26),0.27(7/26),0.15(4/26),39%(67/170),42%(56/132),https://volleybox.net/nikola-jureta-p31741,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=4514&ID=43
BOGDANOVIĆ Davor,19/01/1991,186cm,Wing-spiker,2.53(81/32),0.28(9/32),0.19(6/32),65%(84/130),44%(66/151),https://volleybox.net/davor-bogdanovic-p150334,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=99&ID=43
DA SILVA SANTOS Pedro Luiz,25/02/1994,N/A,Middle-blocker,2.53(96/38),0.32(12/38),0.68(26/38),N/A,N/A, ,BRA,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=5309&ID=43
PALLOT Matthew,29/09/1994,193cm,Wing-spiker,2.48(77/31),0.29(9/31),0.29(9/31),45%(92/204),35%(59/168),https://volleybox.net/matthew-pallot-p58514,AUS,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5257&ID=43
VIDEČNIK Matic,31/07/1993,203cm,Middle-blocker,2.44(44/18),0.22(4/18),0.5(9/18),N/A,N/A,https://volleybox.net/matic-videcnik-p17743,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=2911&ID=43
KOHÚT Emmanuel,21/07/1982,N/A,Middle-blocker,2.42(63/26),0.15(4/26),0.58(15/26),N/A,N/A, ,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=5218&ID=43
STOOß Niklas,10/10/1998,186cm,Wing-spiker,2.42(46/19),N/A,0.26(5/19),44%(38/86),44%(40/91),https://volleybox.net/niklas-stoo-p62731,GER,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=5187&ID=43
CZYZOWSKI Jakub,14/12/2001,194cm,Wing-spiker,2.37(64/27),0.07(2/27),N/A,65%(117/181),44%(60/137),https://volleybox.net/jakub-czyzowski-p11512,POL,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5252&ID=43
MAŠULOVIĆ Nemanja,05/10/1995,205cm,Middle-blocker,2.32(72/31),0.1(3/31),0.61(19/31),N/A,N/A,https://volleybox.net/nemanja-masulovic-p15441,SRB,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=5023&ID=43
APONZA CARABALI Daniel,27/08/2001,198cm,Middle-blocker,2.31(111/48),0.15(7/48),0.75(36/48),N/A,N/A,https://volleybox.net/daniel-aponza-p23663,COL,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=5242&ID=43
PAVLOVIĆ Uroš,30/03/1992,202cm,Middle-blocker,2.3(106/46),0.11(5/46),0.96(44/46),N/A,N/A,https://volleybox.net/uros-pavlovic-p2971,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=2844&ID=43
PITAKOUDIS Lampros,13/07/2002,203cm,Middle-blocker,2.27(84/37),N/A,0.54(20/37),N/A,N/A,https://volleybox.net/lampros-pitakoudis-p53394,GRE,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5294&ID=43
ZELENKA Jonah,19/04/2001,197cm,Opposite,2.26(70/31),N/A,0.16(5/31),N/A,42%(64/153),https://volleybox.net/jonah-zelenka-p66333,AUT,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5260&ID=43
TURČÁNI Matej,12/02/2003,191cm,Wing-spiker,2.22(20/9),N/A,0.44(4/9),62%(52/84),35%(16/46),https://volleybox.net/matej-turcani-p34171,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=4347&ID=43
SZABÓ Alpár,26/07/1990,203cm,Middle-blocker,2.21(73/33),0.09(3/33),0.39(13/33),N/A,N/A,https://volleybox.net/alpar-szabo-p578,HUN,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=1056&ID=43
BRZOSTOWICZ Robert,24/06/1996,200cm,Middle-blocker,2.17(26/12),0.17(2/12),0.67(8/12),N/A,N/A,https://volleybox.net/robert-brzostowicz-p5659,POL,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5251&ID=43
MAČUHA Filip,19/07/1999,206cm,Middle-blocker,2.11(57/27),0.11(3/27),0.52(14/27),N/A,N/A,https://volleybox.net/filip-macuha-p29151,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=3442&ID=43
VASKO Antonio,08/08/2002,199cm,Middle-blocker,2(2/1),N/A,1(1/1),N/A,N/A,https://volleybox.net/antonio-vasko-p73505,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=3885&ID=43
PERUNIČIĆ Nemanja,09/02/2001,202cm,Wing-spiker,2(24/12),0.08(1/12),N/A,43%(35/82),40%(22/55),https://volleybox.net/nemanja-perunicic-p30451,MNE,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=418&PlayerID=5024&ID=43
KRASSNIG Noel Simon Jakob,30/09/2002,192cm,Opposite,2(36/18),0.28(5/18),0.22(4/18),N/A,36%(27/75),https://volleybox.net/noel-krassnig-p31744,AUT,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=3841&ID=43
STEVANOVIĆ Radiša,29/03/1990,203cm,Middle-blocker,1.97(67/34),0.21(7/34),0.41(14/34),N/A,N/A,https://volleybox.net/radisa-stevanovic-p56216,SRB,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=5320&ID=43
MITRAŠINOVIĆ Tomislav,14/02/2000,206cm,Opposite,1.96(53/27),0.19(5/27),0.22(6/27),N/A,42%(43/103),https://volleybox.net/tomislav-mitrasinovic-p31197,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=3199&ID=43
VINKOVIČ Dino,06/04/2003,195cm,Wing-spiker,1.96(45/23),0.09(2/23),0.13(3/23),N/A,58%(41/71),https://volleybox.net/dino-vinkovic-p34181,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=4405&ID=43
KRŽIČ Janž Janez,26/06/2003,202cm,Middle-blocker,1.95(86/44),0.18(8/44),0.61(27/44),N/A,N/A,https://volleybox.net/janz-janez-krzic-p34184,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=418&PlayerID=4397&ID=43
MADJUNKOV Filip,18/03/1996,200cm,Middle-blocker,1.92(25/13),0.23(3/13),N/A,N/A,N/A,https://volleybox.net/filip-madjunkov-p24101,MKD,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5298&ID=43
STANKOVIĆ Stanko,10/07/1997,194cm,Wing-spiker,1.88(62/33),N/A,N/A,55%(112/205),43%(60/139),https://volleybox.net/stanko-stankovic-p10960,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=5322&ID=43
JURIĆ Petar,04/11/2000,200cm,Opposite,1.88(15/8),0.12(1/8),0.25(2/8),56%(28/50),40%(12/30),https://volleybox.net/petar-juric-p31198,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=3457&ID=43
STEVANOVIĆ Nemanja,08/06/1989,196cm,Wing-spiker,1.88(15/8),0.25(2/8),N/A,42%(13/31),28%(13/46),https://volleybox.net/nemanja-stevanovic-p1016,SRB,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=5335&ID=43
GAJIĆ Tihomir,13/10/1993,203cm,Middle-blocker,1.87(58/31),0.13(4/31),0.42(13/31),N/A,N/A,https://volleybox.net/tihomir-gajic-p24567,BIH,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=4683&ID=43
CVIJOVIĆ Duje,14/12/2003,200cm,Opposite,1.86(41/22),N/A,0.14(3/22),N/A,36%(37/102),https://volleybox.net/duje-cvijovic-p31740,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=3872&ID=43
FORRÓ Balázs,04/03/1999,196cm,Middle-blocker,1.86(26/14),0.43(6/14),0.5(7/14),N/A,N/A,https://volleybox.net/balazs-forro-p74367,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=5220&ID=43
ĐIRLIĆ Ivan,29/05/2001,195cm,Wing-spiker,1.79(34/19),0.32(6/19),N/A,58%(64/110),31%(27/87),https://volleybox.net/ivan-irlic-p31731,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=3192&ID=43
VIENS Raphaël,28/09/1995,196cm,Middle-blocker,1.79(59/33),0.21(7/33),0.73(24/33),N/A,N/A,https://volleybox.net/raphael-viens-p97282,CAN,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=5185&ID=43
RAKOWSKI Szymon,19/03/2001,201cm,Middle-blocker,1.72(55/32),N/A,0.31(10/32),N/A,N/A,https://volleybox.net/szymon-rakowski-p40081,POL,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5253&ID=43
SÁNTA János,21/03/2001,192cm,Wing-spiker,1.7(17/10),0.1(1/10),N/A,43%(33/77),34%(15/44),https://volleybox.net/janos-santa-p74453,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=4739&ID=43
POLLÁK Andrej,08/10/1999,195cm,Middle-blocker,1.7(39/23),0.09(2/23),0.39(9/23),N/A,N/A,https://volleybox.net/andrej-pollak-p82412,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=3813&ID=43
FINK Miha,20/09/2003,200cm,Middle-blocker,1.65(71/43),0.21(9/43),0.47(20/43),N/A,N/A,https://volleybox.net/miha-fink-p34180,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=418&PlayerID=4392&ID=43
VILORIA MARQUEZ Paul,30/06/1995,205cm,Middle-blocker,1.65(61/37),0.16(6/37),0.38(14/37),N/A,N/A,https://volleybox.net/paul-viloria-p27206,VEN,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=5312&ID=43
OKROGLIČ Jure,27/01/1997,190cm,Wing-spiker,1.63(67/41),0.07(3/41),0.29(12/41),59%(100/170),42%(52/125),https://volleybox.net/jure-okroglic-p17565,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=3177&ID=43
KRATZ Johannes,06/03/1996,192cm,Wing-spiker,1.61(50/31),0.45(14/31),N/A,N/A,30%(34/113),https://volleybox.net/johannes-kratz-p34228,AUT,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=4852&ID=43
VERASTO Tibor,17/07/2004,194cm,Opposite,1.5(6/4),N/A,N/A,N/A,40%(6/15),https://volleybox.net/tibor-verasto-p111989,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=5315&ID=43
RZYMAN Šimon,25/01/2001,198cm,Wing-spiker,1.33(24/18),0.11(2/18),0.11(2/18),41%(25/61),28%(20/72),https://volleybox.net/simon-rzyman-p74465,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=3897&ID=43
SCHNABEL Peter,28/10/1997,200cm,Middle-blocker,1.3(26/20),0.1(2/20),0.3(6/20),N/A,N/A,https://volleybox.net/peter-schnabel-p42722,GER,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=4995&ID=43
KOPSCHAR Arwin,09/04/1999,186cm,Wing-spiker,1.27(28/22),0.32(7/22),0.18(4/22),N/A,25%(17/67),https://volleybox.net/arwin-kopschar-p29842,AUT,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=3727&ID=43
DACA Benjamin,23/06/1994,203cm,Middle-blocker,1.27(33/26),0.23(6/26),0.54(14/26),N/A,N/A,https://volleybox.net/benjamin-daca-p32896,SRB,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=5303&ID=43
BOŠNJAK Črtomir,21/09/2000,195cm,Wing-spiker,1.16(22/19),0.11(2/19),N/A,59%(38/64),N/A,https://volleybox.net/crtomir-bosnjak-p46619,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=3396&ID=43
VLASIĆ Roko,11/03/2004,193cm,Wing-spiker,1.09(12/11),0.18(2/11),0.18(2/11),49%(19/39),N/A,https://volleybox.net/roko-vlasic-p31732,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=4596&ID=43
HÜTHER Franz,01/05/2002,213cm,Middle-blocker,1.06(17/16),0.12(2/16),0.38(6/16),N/A,N/A,https://volleybox.net/franz-huther-p65582,GER,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5256&ID=43
BUTLER Nicholas,27/06/1997,198cm,Setter,1.06(35/33),0.45(15/33),0.15(5/33),N/A,N/A,https://volleybox.net/nicholas-butler-p11593,AUS,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=5327&ID=43
ZEMAN Ondrej,17/08/2002,200cm,Middle-blocker,1.05(20/19),0.16(3/19),0.32(6/19),N/A,N/A,https://volleybox.net/ondrej-zeman-p82420,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=5005&ID=43
JAKOLIŠ Matko,14/05/2003,194cm,Wing-spiker,1(1/1),N/A,N/A,33%(1/3),20%(1/5),https://volleybox.net/matko-jakolis-p84762,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=4820&ID=43
GRBAVICA Roko,12/03/2004,199cm,Wing-spiker,1(3/3),0.33(1/3),0.33(1/3),N/A,N/A,https://volleybox.net/roko-grbavica-p84757,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=5130&ID=43
MEJAL Primož,25/11/1998,200cm,Setter,1(13/13),0.23(3/13),0.46(6/13),N/A,N/A,https://volleybox.net/primoz-mejal-p58880,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=5301&ID=43
BARAĆ Bruno,11/06/2004,198cm,Middle-blocker,1(23/23),0.13(3/23),0.35(8/23),N/A,N/A,https://volleybox.net/bruno-barac-p59182,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=4511&ID=43
REGEHR Joel,31/05/1995,201cm,Middle-blocker,1(24/24),0.08(2/24),0.42(10/24),N/A,N/A,https://volleybox.net/joel-regehr-p131227,CAN,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=422&PlayerID=5190&ID=43
DOLGOPOLOV Dmytro,14/09/1993,193cm,Setter,0.95(35/37),0.27(10/37),0.3(11/37),N/A,N/A,https://volleybox.net/dmytro-dolgopolov-p13731,UKR,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=5321&ID=43
ANTUNES GARCHET Hiago,21/08/1993,N/A,Setter,0.92(33/36),0.11(4/36),0.22(8/36),N/A,N/A,https://volleybox.net/user/Antunes,BRA,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=424&PlayerID=5310&ID=43
TODOROVIĆ Vuk,23/04/1998,190cm,Setter,0.85(28/33),0.24(8/33),0.18(6/33),N/A,N/A,https://volleybox.net/vuk-todorovic-p24487,SRB,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=415&PlayerID=5025&ID=43
SCHOBER Maximilian,26/04/2001,191cm,Wing-spiker,0.81(17/21),0.1(2/21),0.29(6/21),N/A,N/A,https://volleybox.net/maximilian-schober-p54065,AUT,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=4705&ID=43
OKORN Miha,11/06/2005,190cm,Wing-spiker,0.75(3/4),N/A,N/A,53%(8/15),N/A,https://volleybox.net/miha-okorn-p54813,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=4884&ID=43
GABKO Emil,14/03/2003,192cm,Setter,N/A,0.33(1/3),0.33(1/3),N/A,N/A,https://volleybox.net/emil-gabko-p109942,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=425&PlayerID=5219&ID=43
ŠČERBAKOV Nikola,05/07/1995,196cm,Setter,N/A,0.18(2/11),0.18(2/11),N/A,N/A,https://volleybox.net/nikola-scerbakov-p4925,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=420&PlayerID=2806&ID=43
JAKOPEC Sven,27/02/2005,204cm,Middle-blocker,N/A,0.17(5/29),0.24(7/29),N/A,N/A,https://volleybox.net/sven-jakopec-p84758,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=416&PlayerID=5131&ID=43
VALO Dominik,28/01/1996,189cm,Setter,N/A,0.12(4/34),0.32(11/34),N/A,N/A,https://volleybox.net/dominik-valo-p82419,SVK,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=421&PlayerID=3207&ID=43
PLANINŠIČ Uroš,09/05/1998,186cm,Setter,N/A,0.11(4/35),0.17(6/35),N/A,N/A,https://volleybox.net/uros-planinsic-p32240,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=417&PlayerID=4603&ID=43
MARTINOVIĆ Ivan,23/05/2003,192cm,Middle-blocker,N/A,0.11(1/9),0.33(3/9),N/A,N/A,https://volleybox.net/ivan-martinovic-p59184,CRO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=5237&ID=43
SIDIROPOULOS Dimitri,24/03/1995,197cm,Setter,N/A,0.11(3/27),0.19(5/27),N/A,N/A,https://volleybox.net/dimitri-sidiropoulos-p31021,AUS,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=423&PlayerID=5258&ID=43
LEVA Filip,20/07/2001,190cm,Middle-blocker,N/A,0.11(3/28),0.11(3/28),N/A,N/A,https://volleybox.net/filip-leva-p58877,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=418&PlayerID=4754&ID=43
PERNUŠ Gregor,16/07/1999,198cm,Setter,N/A,0.09(4/44),0.3(13/44),N/A,N/A,https://volleybox.net/gregor-pernus-p46618,SLO,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=418&PlayerID=3403&ID=43
STRUGAR Rajko,11/04/1995,193cm,Setter,N/A,0.08(2/24),0.25(6/24),N/A,N/A,https://volleybox.net/rajko-strugar-p2609,MNE,https://mevza-web.dataproject.com/PlayerDetails.aspx?TeamID=419&PlayerID=5236&ID=43
Schouten Casey Adam,29/03/1994,198cm,Opposite,4.7(630/134),0.57(77/134),0.39(52/134),22%(4/18),50%(501/1009),https://volleybox.net/casey-schouten-p5767,CAN,https://cvf-web.dataproject.com/PlayerDetails.aspx?TeamID=260&PlayerID=3211&ID=27
da Silva Fazanha Caio Fernando,-,N/A,-,4.2(105/25),0.36(9/25),0.2(5/25),0%(0/6),43%(91/210), ,BRA,https://cvf-web.dataproject.com/PlayerDetails.aspx?TeamID=266&PlayerID=4359&ID=27
Hladík Martin,29/09/1996,193cm,Opposite,4.49(368/82),0.26(21/82),0.24(20/82),0%(0/3),45%(327/723),https://volleybox.net/martin-hladik-p13372,CZE,https://cvf-web.dataproject.com/PlayerDetails.aspx?TeamID=267&PlayerID=2197&ID=27
